1000,12396.36
1000,29951.62
1000,34105.43
1000,12017.95
1001,12483.89
1001,5007.46
1001,6154.32
1002,7576.29
1003,27897.69
1003,14483.62
1004,33910.22
1004,17691.64
1004,44561.85
1005,13404.48
1006,26588.86
1006,19942.02
1006,39447.74
1006,34142.54
1006,47154.51
1006,4237.27
1006,33448.46
1007,11581.78
1007,12484.63
1007,27910.05
1009,41000.0
1009,8015.45
1010,36817.81
1011,14733.6
1011,29705.6
1012,37267.38
1012,37010.58
1012,8283.63
1012,3555.04
1012,33626.49
1012,47216.01
1012,7603.2
1013,5484.92
1013,20824.65
1013,32029.43
1013,38465.75
1014,45782.94
1014,19617.67
1014,28501.56
1014,36248.58
1015,47757.53
1015,48585.21
1015,4358.78
1015,40494.34
1015,3801.29
1015,46784.74
1016,28583.73
1016,44585.17
1016,47365.73
1016,43519.37
1016,13461.01
1016,39219.45
1017,22476.08
1017,19448.44
1017,38273.0
1017,35914.12
1017,42432.82
1017,1057.63
1017,2699.5
1018,10583.67
1018,48100.33
1018,13412.83
1018,3525.3
1018,29752.78
1018,27474.97
1019,44303.8
1019,14801.43
1020,30569.21
1021,10434.86
1021,24603.49
1022,6917.31
1022,9215.46
1023,44616.35
1023,36335.12
1023,32305.54
1023,5060.8
1024,22255.17
1024,7117.06
1025,1556.1
1025,6316.42
1026,31287.48
1026,17095.89
1026,12560.2
1026,44653.26
1026,34072.66
1027,33796.26
1027,43007.85
1027,13628.31
1028,6534.98
1028,10351.2
1028,44999.65
1029,27185.95
1029,28240.14
1029,34105.05
1029,34902.33
1029,18349.96
